date, pm25, pm10, o3, no2, so2, co
2019/4/13, 106, 111, 42, 24, 18, 15
2019/4/14, 112, 114, 39, 23, 17, 18
2019/4/15, 98, 145, 26, 20, 14, 16
2019/4/16, 105, 44, 29, 16, 13, 14
2019/4/17, 51, 63, 53, 23, 15, 15
2019/4/18, 85, 97, 51, 30, 18, 17
2019/4/19, 132, 116, 83, 39, 19, 20
2019/4/20, 145, 127, 55, 41, 18, 22
2019/4/21, 143, 155, 77, 46, 20, 26
2019/4/22, 162, 164, 61, 46, 18, 27
2019/4/23, 156, 164, 63, 37, 17, 19
2019/4/24, 152, 185, 49, 29, 17, 18
2019/4/25, 160, 139, 58, 32, 17, 21
2019/4/26, 138, 222, 45, 28, 16, 16
2019/4/27, 134, 184, 44, 25, 17, 16
2019/4/28, 143, 162, 60, 40, 20, 20
2019/4/29, 147, 195, 8, 64, 20, 24
2019/4/30, 169, 221, 105, 49, 23, 21
2019/5/1, 179, 188, 45, 31, 20, 17
2019/5/2, 148, 98, 56, 26, 18, 15
2019/5/3, 112, 120, 62, 38, 15, 17
2019/5/4, 136, 151, 64, 37, 19, 19
2019/5/5, 169, 160, 68, 45, 17, 25
2019/5/6, 156, 264, 37, 46, 16, 30
2019/5/7, 173, 273, 41, 41, 15, 28
2019/5/8, 172, 342, 55, 35, 14, 20
2019/5/9, 173, 237, 45, 23, 9, 13
2019/5/10, 144, 222, 54, 25, 13, 18
2019/5/11, 169, 441, 55, 22, 10, 17
2019/5/12, 204, 258, 85, 37, 16, 21
2019/5/13, 234, 72, 52, 22, 8, 16
2019/5/14, 113, 110, 39, 45, 13, 22
2019/5/15, 150, 166, 44, 35, 8, 19
2019/5/16, 141, 256, 43, 29, 9, 19
2019/5/17, 140, 66, 41, 22, 8, 15
2019/5/18, 93, 105, 70, 27, 10, 17
2019/5/19, 152, 132, 61, 37, 11, 20
2019/5/20, 154, 118, 75, 32, 11, 16
2019/5/21, 139, 125, 36, 37, 9, 19
2019/5/22, 120, 137, 88, 35, 11, 19
2019/5/23, 155, 80, 30, 25, 8, 17
2019/5/24, 94, 79, 45, 19, 8, 15
2019/5/25, 94, 88, 63, 26, 11, 16
2019/5/26, 116, 103, 56, 39, 10, 19
2019/5/27, 118, 110, 69, 39, 13, 19
2019/5/28, 119, 114, 75, 45, 12, 20
2019/5/29, 131, 144, 68, 51, 11, 26
2019/5/30, 141, 214, 91, 42, 11, 21
2019/5/31, 149, 172, 68, 44, 10, 24
2019/6/1, 163, 141, 44, 23, 9, 
2019/6/2, 155, 235, 38, 20, 9, 17
2019/6/3, 133, 112, 42, 29, 10, 18
2019/6/4, 127, 134, 66, 31, 10, 19
2019/6/5, 147, 148, 78, 30, 10, 17
2019/6/6, 143, 98, 98, 21, 10, 16
2019/6/7, 124, 110, 95, 34, 10, 20
2019/6/8, 139, 150, 110, 47, 13, 29
2019/6/9, 159, 131, 82, 41, 9, 22
2019/6/10, 133, 525, 35, 33, 8, 18
2019/6/11, 167, 197, 42, 18, 8, 14
2019/6/12, 110, 140, 44, 29, 9, 16
2019/6/13, 126, 111, 46, 18, 9, 14
2019/6/14, 120, 177, 59, 21, 10, 15
2019/6/15, 164, 126, 30, 10, 8, 13
2019/6/16, 89, 87, 28, 17, 10, 14
2019/6/17, 84, 54, 38, 20, 7, 14
2019/6/18, 69, 124, 47, 29, 9, 17
2019/6/19, 145, 83, 98, 19, 9, 16
2019/6/20, 99, 112, 68, 29, 10, 18
2019/6/21, 139, 103, 99, 33, 10, 17
2019/6/22, 137, 85, 40, 13, 8, 15
2019/6/23, 92, 60, 22, 14, 8, 15
2019/6/24, 56, 78, 88, 22, 8, 17
2019/6/25, 107, 95, 59, 27, 9, 17
2019/6/26, 134, 141, 54, 29, 9, 18
2019/6/27, 125, 142, 41, 23, 8, 16
2019/6/28, 118, 170, 34, 21, 7, 15
2019/6/29, 111, 189, 37, 20, 7, 17
2019/6/30, 127, 106, 43, 16, 8, 14
2019/1/1, 368, 437, 17, 44, 19, 38
2019/1/2, 390, 443, 21, 35, 9, 23
2019/1/3, 408, 262, 10, 31, 11, 15
2019/1/4, 310, 322, 14, 30, 10, 19
2019/1/5, 322, 170, 20, 25, 10, 11
2019/1/6, 248, 191, 18, 23, 12, 13
2019/1/7, 257, 160, 23, 19, 9, 13
2019/1/8, 234, 138, 23, 17, 12, 15
2019/1/9, 196, 181, 21, 26, 13, 21
2019/1/10, 238, 328, 12, 41, 16, 43
2019/1/11, 346, 359, 18, 44, 12, 37
2019/1/12, 377, 117, 25, 37, 16, 16
2019/1/13, 321, 58, 27, 22, 15, 9
2019/1/14, 168, 130, 24, 25, 18, 12
2019/1/15, 186, 341, 7, 65, 23, 35
2019/1/16, 338, 437, 31, 56, 19, 40
2019/1/17, 415, 296, 25, 45, 13, 24
2019/1/18, 313, 324, 20, 52, 11, 33
2019/1/19, 310, 410, 16, 68, 9, 56
2019/1/20, 361, 164, 9, 38, 7, 9
2019/1/21, 205, 55, 10, 27, 7, 8
2019/1/22, 131, 137, 18, 32, 8, 17
2019/1/23, 203, 154, 15, 30, 8, 16
2019/1/24, 210, 86, 19, 28, 8, 9
2019/1/25, 157, 104, 27, 25, 8, 9
2019/1/26, 169, 130, 22, 28, 7, 9
2019/1/27, 205, 128, 25, 31, 7, 11
2019/1/28, 190, 143, 24, 36, 9, 12
2019/1/29, 207, 229, 26, 48, 11, 19
2019/1/30, 268, 279, 13, 53, 9, 25
2019/1/31, 281, 156, 18, 36, 7, 10
2019/2/1, 237, 160, 17, 17, 3, 3
2019/2/2, 244, 138, 5, 21, 3, 4
2019/2/3, 208, 142, 28, 36, 3, 11
2019/2/4, 195, 264, 15, 48, 6, 53
2019/2/5, 289, 174, 17, 30, 5, 12
2019/2/6, 249, 74, 8, 17, 4, 12
2019/2/7, 154, 97, 25, 22, 4, 11
2019/2/8, 142, 105, 28, 19, 4, 13
2019/2/9, 153, , 26, 27, 4, 18
2019/2/10, 220, 170, 25, 42, 6, 25
2019/2/11, 245, 264, 30, 53, 7, 31
2019/2/12, 287, 219, 24, 45, 4, 27
2019/2/13, 264, 149, 10, 36, 4, 19
2019/2/14, 217, 117, 14, 28, 3, 14
2019/2/15, 190, 109, 13, 17, 3, 13
2019/2/16, 184, 107, 28, 22, 5, 15
2019/2/17, 175, 141, 14, 35, 6, 16
2019/2/18, 198, 148, 17, 43, 7, 19
2019/2/19, 194, 153, 4, 43, 6, 21
2019/2/20, 172, 127, 11, 42, 16, 26
2019/2/21, 149, 109, 27, 23, 12, 21
2019/2/22, 149, 73, 39, 23, 14, 16
2019/2/23, 123, 109, 54, 36, 16, 19
2019/2/24, 167, 116, 35, 42, 15, 23
2019/2/25, 165, 87, 19, 42, 16, 18
2019/2/26, 140, 67, 8, 28, 14, 16
2019/2/27, 132, 124, , 53, 17, 28
2019/2/28, 168, 110, 45, 41, 14, 22
2019/3/1, 159, 115, 8, 58, 15, 23
2019/3/2, 176, 76, 22, 37, 14, 20
2019/3/3, 146, 108, 32, 36, 12, 20
2019/3/4, 176, 82, 36, 23, 12, 16
2019/3/5, 153, 96, 22, 26, 12, 15
2019/3/6, 135, 94, 39, 44, 14, 20
2019/3/7, 127, 118, 39, 47, 14, 22
2019/3/8, 156, 97, 33, 36, 14, 17
2019/3/9, 131, 98, 47, 43, 14, 18
2019/3/10, 145, 134, 36, 54, 16, 21
2019/3/11, 154, 84, 34, 32, 13, 18
2019/3/12, 120, 150, 19, 62, 17, 22
2019/3/13, 157, 144, 22, 46, 13, 24
2019/3/14, 167, 84, 35, 37, 15, 19
2019/3/15, 149, 93, 43, 33, 14, 17
2019/3/16, 142, 121, 46, 37, 17, 20
2019/3/17, 160, 108, 47, 43, 15, 19
2019/3/18, 139, 139, 40, 44, 17, 13
2019/3/19, 158, 142, 24, 43, 16, 18
2019/3/20, 159, , , , , 
2019/3/22, 77, 91, 41, 19, 15, 36
2019/3/23, 124, 88, 37, 18, 16, 14
2019/3/24, 125, 93, 31, 21, 17, 15
2019/3/25, 133, 100, 38, 27, 16, 16
2019/3/26, 135, 103, 43, 35, 16, 18
2019/3/27, 137, 149, 54, 46, 17, 25
2019/3/28, 161, 134, 54, 44, 15, 24
2019/3/29, 156, 128, 62, 35, 16, 21
2019/3/30, 158, 110, 39, 24, 16, 15
2019/3/31, 119, 111, 44, 22, 18, 14
2018/10/1, 114, 107, 38, 17, 5, 11
2018/10/2, 138, 87, 41, 25, 7, 11
2018/10/3, 107, 115, 62, 32, 9, 15
2018/10/4, 160, 125, 72, 37, 10, 22
2018/10/5, 153, 96, 41, 27, 6, 12
2018/10/6, 119, 108, 50, 29, 8, 13
2018/10/7, 125, 126, 80, 40, 10, 17
2018/10/8, 150, 134, 30, 34, 16, 15
2018/10/9, 157, 142, 25, 37, 7, 13
2018/10/10, 157, 113, 26, 22, 7, 9
2018/10/11, 133, 94, 49, 27, 9, 10
2018/10/12, 149, 118, 42, 32, 10, 18
2018/10/13, 143, 102, 42, 28, 7, 13
2018/10/14, 124, 126, 48, 36, 9, 21
2018/10/15, 145, 153, 38, 38, 8, 29
2018/10/16, 156, 193, 48, 33, 9, 22
2018/10/17, 181, 204, 23, 39, 10, 33
2018/10/18, 182, 212, 81, 36, 9, 19
2018/10/19, 195, 195, 48, 34, 8, 19
2018/10/20, 217, 183, 28, 33, 10, 18
2018/10/21, 194, 166, 23, 31, 7, 17
2018/10/22, 182, 171, 39, 39, 10, 20
2018/10/23, 168, 254, 69, 51, 12, 35
2018/10/24, 213, 236, 71, 47, 13, 36
2018/10/25, 192, 225, 43, 44, 10, 36
2018/10/26, 215, 278, 39, 57, 11, 34
2018/10/27, 241, 257, 1, 37, 10, 32
2018/10/28, 254, 275, , 41, 8, 32
2018/10/29, 258, 333, 16, 55, 11, 42
2018/10/30, 289, 281, 37, 51, 14, 44
2018/10/31, 253, 268, 33, 54, 14, 31
2018/11/1, 258, 282, 5, 52, 13, 11
2018/11/2, 265, 182, 25, 36, 12, 13
2018/11/3, 213, 113, 43, 24, 14, 8
2018/11/4, 156, 397, 37, 36, 12, 17
2018/11/5, 403, 205, 44, 30, 13, 12
2018/11/6, 244, 181, 60, 33, 15, 14
2018/11/7, 216, 789, 9, 42, 14, 26
2018/11/8, 719, 240, 57, 55, 16, 31
2018/11/9, 244, 347, 30, 50, 15, 41
2018/11/10, 335, 259, 50, 36, 13, 41
2018/11/11, 275, 362, 55, 45, 14, 42
2018/11/12, 303, 317, 18, 45, 12, 36
2018/11/13, 294, 143, 20, 33, 11, 17
2018/11/14, 196, 114, 30, 27, 10, 12
2018/11/15, 170, 141, 38, 23, 11, 11
2018/11/16, 205, 150, 43, 30, 13, 22
2018/11/17, 194, 220, 5, 42, 13, 30
2018/11/18, 233, 213, 32, 37, 12, 17
2018/11/19, 245, 239, 51, 39, 13, 22
2018/11/20, 261, 259, 47, 33, 12, 19
2018/11/21, 277, 183, 31, 44, 14, 29
2018/11/22, 190, 227, 41, 33, 9, 30
2018/11/23, 240, 139, 32, 22, 11, 
2018/11/24, 172, 159, 38, 30, 12, 
2018/11/25, 184, 240, 39, 45, 12, 36
2018/11/26, 256, 241, 15, 49, 8, 39
2018/11/27, 250, 233, 14, 49, 9, 36
2018/11/28, 244, 219, 28, 43, 6, 27
2018/11/29, 243, 210, 31, 38, 14, 20
2018/11/30, 243, 204, 26, 40, 11, 19
2018/12/1, 222, 187, 25, 46, 11, 31
2018/12/2, 220, 257, 10, 52, 12, 38
2018/12/3, 257, 241, 23, 51, 10, 33
2018/12/4, 254, 222, 25, 42, 10, 28
2018/12/5, 238, 265, 27, 54, 10, 39
2018/12/6, 277, 231, 9, 42, 9, 29
2018/12/7, 261, 274, 28, 44, 10, 33
2018/12/8, 277, 307, 23, 50, 12, 43
2018/12/9, 310, 385, 12, 49, 12, 48
2018/12/10, 356, 377, 9, 47, 10, 43
2018/12/11, 357, 258, 14, 41, 8, 22
2018/12/12, 284, 113, 14, 29, 9, 14
2018/12/13, 174, 131, 11, 31, 8, 12
2018/12/14, 190, 141, 22, 29, 8, 11
2018/12/15, 200, 167, 26, 33, 10, 12
2018/12/16, 217, 218, 20, 38, 10, 21
2018/12/17, 263, 261, 31, 40, 11, 18
2018/12/18, 291, 225, 29, 40, 10, 18
2018/12/19, 264, 324, 24, 44, 11, 29
2018/12/20, 324, 324, 28, 45, 12, 22
2018/12/21, 336, 471, 18, 52, 12, 27
2018/12/22, 391, 585, 22, 45, 12, 43
2018/12/23, 451, 528, 22, 44, 11, 42
2018/12/24, 444, 333, 30, 31, 8, 23
2018/12/25, 359, 244, 31, 36, 13, 18
2018/12/26, 296, 342, 21, 39, 12, 35
2018/12/27, 350, 259, 27, 29, 12, 11
2018/12/28, 318, 280, 31, 30, 12, 24
2018/12/29, 302, 412, 26, 39, 13, 33
2018/12/30, 377, , , , , 
2018/7/1, 82, 63, 12, 12, 1, 4
2018/7/2, 85, 70, 21, 22, 1, 5
2018/7/3, 108, 71, 35, 14, 2, 4
2018/7/4, 117, 88, 32, 21, 2, 7
2018/7/5, 131, 105, 29, 22, 1, 9
2018/7/6, 137, 94, 44, 20, 1, 6
2018/7/7, 144, 102, 65, 22, 1, 9
2018/7/8, 147, 103, 41, 16, 2, 7
2018/7/9, 157, 73, 30, 13, 1, 5
2018/7/10, 123, 67, 21, 14, 1, 6
2018/7/11, 112, 80, 45, 14, 1, 5
2018/7/12, 122, 43, 18, 13, 1, 5
2018/7/13, 85, 51, 87, 20, 2, 6
2018/7/14, 95, 49, 5, 13, 1, 4
2018/7/15, 94, 80, 13, 28, 1, 12
2018/7/16, 136, 62, 70, 17, 1, 7
2018/7/17, 86, 67, 67, 14, , 6
2018/7/18, 98, 56, 56, 11, 2, 5
2018/7/19, 87, 50, 16, 17, , 7
2018/7/20, 93, 66, 36, 17, 1, 8
2018/7/21, 126, 35, 11, 12, , 6
2018/7/22, 71, 51, 18, 14, 3, 6
2018/7/23, 84, 59, 66, 15, 2, 6
2018/7/24, 92, 50, 10, 14, 3, 6
2018/7/25, 82, 38, 7, 12, , 5
2018/7/26, 78, 24, 6, 12, 1, 5
2018/7/27, 64, 44, 15, 9, 2, 4
2018/7/28, 94, , , , , 
2018/7/30, 92, 104, 16, 15, 1, 5
2018/7/31, 115, 114, 19, 14, 1, 5
2018/8/1, 115, 158, 18, 10, , 4
2018/8/2, 145, 184, 11, 14, 2, 5
2018/8/3, 154, 191, 16, 14, 3, 4
2018/8/4, 159, 166, 7, 10, 1, 4
2018/8/5, 149, 91, 49, 15, 3, 7
2018/8/6, 143, 74, 23, 13, 2, 6
2018/8/7, 118, 58, 18, 13, 2, 7
2018/8/8, 81, 69, 38, 13, 1, 6
2018/8/9, 91, 70, 30, 23, 2, 10
2018/8/10, 112, 70, 19, 16, 1, 6
2018/8/11, 87, 60, 11, 13, 1, 4
2018/8/12, 68, 66, 26, 14, 2, 5
2018/8/13, 82, 73, 30, 19, 1, 7
2018/8/14, 106, 75, 27, 13, 1, 6
2018/8/15, 105, 57, 18, 17, 2, 9
2018/8/16, 84, 58, 52, 15, 1, 8
2018/8/17, 84, 54, 17, 19, 1, 7
2018/8/18, 78, 62, 38, 21, 2, 10
2018/8/19, 102, 76, 60, 21, 1, 11
2018/8/20, 132, 48, 19, 16, 2, 7
2018/8/21, 68, 49, 17, 15, 2, 7
2018/8/22, 71, 47, 11, 11, 5, 6
2018/8/23, 73, 57, 14, 12, 4, 6
2018/8/24, 69, 53, 15, 10, 4, 5
2018/8/25, 69, 50, 22, 9, 4, 4
2018/8/26, 70, 34, 16, 14, 5, 7
2018/8/27, 57, 42, 11, 15, 4, 9
2018/8/28, 71, 42, 8, 14, 4, 6
2018/8/29, 61, 60, 32, 14, 4, 8
2018/8/30, 86, 90, 20, 15, 4, 6
2018/8/31, 130, 84, 6, 23, 4, 12
2018/9/1, 128, 48, 105, 15, 4, 9
2018/9/2, 87, 46, 78, 18, 5, 11
2018/9/3, 80, 60, 10, 28, 4, 15
2018/9/4, 94, 58, 20, 17, 4, 8
2018/9/5, 86, 70, 34, 16, 5, 9
2018/9/6, 105, 55, 28, 25, 6, 11
2018/9/7, 81, 49, 12, 15, 5, 7
2018/9/8, 76, 34, 13, 10, 6, 5
2018/9/9, 57, 41, 17, 15, 8, 6
2018/9/10, 69, 42, 24, 13, 6, 6
2018/9/11, 71, 55, 16, 12, 6, 5
2018/9/12, 81, 65, 16, 12, 6, 5
2018/9/13, 70, 73, 23, 13, 5, 5
2018/9/14, 64, 76, 26, 14, 5, 8
2018/9/15, 78, 80, 23, 15, 6, 7
2018/9/16, 94, 90, 33, 16, 5, 7
2018/9/17, 122, 96, 38, 17, 6, 6
2018/9/18, 122, 97, 42, 20, 7, 9
2018/9/19, 133, 104, 55, 25, 9, 12
2018/9/20, 152, 67, 14, 13, 7, 6
2018/9/21, 93, 27, 7, 9, 6, 5
2018/9/22, 52, 37, 12, 7, 5, 5
2018/9/23, 67, 22, 7, 12, 5, 6
2018/9/24, 56, 29, 12, 10, 5, 6
2018/9/25, 52, 57, 32, 13, 6, 9
2018/9/26, 85, 87, 43, 15, 6, 20
2018/9/27, 141, 101, 34, 18, 7, 25
2018/9/28, 140, 118, 38, 19, 5, 20
2018/9/29, 132, 83, 40, 14, 6, 8
2018/9/30, 90, 103, 46, 20, 7, 13
2018/4/1, 154, 134, 58, 52, 16, 18
2018/4/2, 168, 164, 71, 45, 14, 13
2018/4/3, 178, 143, 58, 41, 13, 13
2018/4/4, 178, 253, 86, 40, 21, 18
2018/4/5, 248, 142, 58, 35, 18, 11
2018/4/6, 175, 93, 47, 27, 10, 7
2018/4/7, 115, 94, 51, 22, 12, 7
2018/4/8, 132, 79, 30, 23, 11, 7
2018/4/9, 119, 168, 78, 14, 12, 7
2018/4/10, 163, 93, 42, 14, 10, 6
2018/4/11, 121, 77, 70, 32, 12, 11
2018/4/12, 111, 112, 43, 51, 12, 12
2018/4/13, 126, 155, 55, 43, 10, 18
2018/4/14, 132, , 75, 47, 16, 20
2018/4/15, 168, 180, 49, 46, 17, 21
2018/4/16, 180, 144, 43, 48, 10, 11
2018/4/17, 120, 143, 39, 19, 11, 5
2018/4/18, 106, 201, 58, 37, 14, 12
2018/4/19, 160, 266, 32, 24, 12, 8
2018/4/20, 166, 491, 47, 21, 10, 5
2018/4/21, 175, 145, 50, 23, 19, 6
2018/4/22, 117, 132, 59, 51, 10, 12
2018/4/23, 70, 177, 65, 44, 14, 14
2018/4/24, 205, 196, 47, 54, 12, 24
2018/4/25, 156, 306, 88, 50, 16, 22
2018/4/26, 187, 239, 51, 29, 11, 12
2018/4/27, 168, 246, 51, 19, 13, 9
2018/4/28, 161, 167, 89, 25, 15, 9
2018/4/29, 165, 131, 76, 25, 12, 10
2018/4/30, 157, 107, 43, 16, 8, 7
2018/5/1, 120, 121, 54, 14, 8, 7
2018/5/2, 122, 95, 26, 19, 11, 6
2018/5/3, 111, 91, 46, 25, 10, 8
2018/5/4, 109, 112, 76, 37, 12, 12
2018/5/5, 145, 167, 42, 40, 11, 17
2018/5/6, 165, 176, 75, 36, 13, 14
2018/5/7, 164, 139, 48, 21, 7, 5
2018/5/8, 113, 136, 75, 37, 14, 9
2018/5/9, 160, 119, 88, 40, 10, 12
2018/5/10, 161, 188, 95, 51, 16, 16
2018/5/11, 186, 239, 79, 57, 18, 19
2018/5/12, 203, , , , , 
2018/5/14, 112, 125, 60, 34, 11, 10
2018/5/15, 141, 138, 52, 34, 20, 9
2018/5/16, 146, 205, 94, 27, 18, 9
2018/5/17, 167, 145, 70, 20, , 7
2018/5/18, 160, 164, 59, 40, 57, 14
2018/5/19, 156, 139, 67, 33, 12, 10
2018/5/20, 149, 128, 58, 30, 11, 7
2018/5/21, 168, 158, 72, 40, 16, 13
2018/5/22, 153, 206, 96, 50, 15, 21
2018/5/23, 178, 195, 68, 48, 17, 16
2018/5/24, 181, 152, 59, 48, , 17
2018/5/25, 144, 156, 71, 43, , 16
2018/5/26, 158, 177, 61, 38, 16, 12
2018/5/27, 158, 204, 74, 45, 12, 15
2018/5/28, 175, 235, 74, 38, 9, 14
2018/5/29, 182, 202, 39, 17, 13, 6
2018/5/30, 151, 157, 47, 26, 14, 9
2018/5/31, 160, 140, 48, 12, 8, 7
2018/6/1, 156, , , , , 
2018/6/3, 149, 119, 42, 14, 9, 7
2018/6/4, 153, 105, 25, 19, 57, 7
2018/6/5, 133, 109, 30, 16, 9, 11
2018/6/6, 144, 101, 62, 18, 11, 6
2018/6/7, 153, 135, 37, 12, 31, 8
2018/6/8, 149, 85, 35, 13, , 7
2018/6/9, 133, 81, 3, 28, , 11
2018/6/10, 144, 139, 51, 18, 2, 6
2018/6/11, 149, 520, 34, 17, 3, 6
2018/6/12, 188, 967, 23, 11, 1, 4
2018/6/13, 262, 847, 22, 10, 2, 4
2018/6/14, 247, 647, 24, 9, 2, 4
2018/6/15, 196, 465, 32, 10, 3, 5
2018/6/16, 180, 217, 33, 10, 2, 4
2018/6/17, 166, 114, 40, 19, 3, 6
2018/6/18, 146, 99, 55, 11, 3, 5
2018/6/19, 130, 130, 92, 27, 6, 8
2018/6/20, 152, 174, 78, 25, 5, 8
2018/6/21, 162, 133, 98, 28, 6, 9
2018/6/22, 155, 137, 76, 26, 7, 9
2018/6/23, 158, 119, 60, 22, 8, 7
2018/6/24, 144, 157, 22, 34, 7, 10
2018/6/25, 159, 100, 9, 28, 2, 3
2018/6/26, 113, 73, 38, 15, 1, 9
2018/6/27, 114, 36, 24, 13, 1, 6
2018/6/28, 71, 62, 5, 30, 1, 1
2018/6/29, 129, 58, 22, 21, 1, 1
2018/6/30, 106, 54, 11, 15, , 3
2018/1/22, 222, 300, 43, 57, 13, 17
2018/1/23, 235, 245, 12, 49, 11, 16
2018/1/24, 227, 172, 27, 35, 16, 15
2018/1/25, 198, 149, 15, 30, 10, 13
2018/1/26, 201, 178, 23, 32, 11, 16
2018/1/27, 211, 242, 31, 38, 14, 16
2018/1/28, 187, 232, 35, 32, 8, 17
2018/1/29, 184, 182, 32, 43, 20, 19
2018/1/30, 192, 180, 35, 36, 15, 23
2018/1/31, 200, 191, 33, 32, 18, 13
2018/2/1, 197, 232, 37, 53, 24, 23
2018/2/2, 195, 220, 34, 42, 12, 17
2018/2/3, 196, 160, 41, 40, 17, 13
2018/2/4, 242, 178, 3, 39, 17, 11
2018/2/5, 220, 201, 34, 46, 18, 13
2018/2/6, 237, 198, 29, 42, 19, 13
2018/2/7, 209, 162, 41, 42, 21, 13
2018/2/8, 234, 193, 35, 47, 20, 27
2018/2/9, 290, 271, 47, 52, 21, 38
2018/2/10, 302, 343, 45, 68, 21, 46
2018/2/11, 217, 215, 28, 41, 15, 19
2018/2/12, 174, 115, 17, 18, 10, 10
2018/2/13, 186, 110, 31, 29, 11, 10
2018/2/14, 155, 98, 32, 21, 9, 7
2018/2/15, 175, 114, 35, 22, 12, 9
2018/2/16, 183, 134, 39, 31, 14, 20
2018/2/17, 221, 163, 37, 33, 15, 16
2018/2/18, 214, 148, 43, 34, 12, 14
2018/2/19, 245, 219, 42, 45, 15, 26
2018/2/20, 257, 231, 52, 45, 17, 26
2018/2/21, 228, 254, 58, 58, 15, 56
2018/2/22, 216, 199, 31, 46, 15, 23
2018/2/23, 199, 195, 42, 80, 18, 27
2018/2/24, 241, 239, 26, 111, 15, 22
2018/2/25, 193, 150, 40, 89, 14, 11
2018/2/26, 149, 97, 34, 48, 11, 7
2018/2/27, 167, 112, 36, 29, 12, 11
2018/2/28, 193, 151, 46, 33, 16, 13
2018/3/1, 181, 144, 39, 35, 13, 16
2018/3/2, 203, 147, 33, 39, 11, 22
2018/3/3, 184, 129, 31, 28, 15, 11
2018/3/4, 156, 109, 33, 23, 12, 9
2018/3/5, 146, 100, 38, 27, 11, 9
2018/3/6, 164, 107, 37, 28, 12, 8
2018/3/7, 211, 139, 17, 31, 16, 10
2018/3/8, 165, 86, 82, 20, 14, 6
2018/3/9, 169, 129, 44, 35, 16, 11
2018/3/10, 130, 107, 36, 28, 8, 9
2018/3/11, 162, 118, 49, 34, 12, 12
2018/3/12, 196, 151, 42, 38, 15, 14
2018/3/13, 188, 169, 42, 37, 13, 13
2018/3/14, 164, 306, 33, 38, 11, 13
2018/3/15, 178, 261, 27, 31, 13, 11
2018/3/16, 154, 131, 8, 41, 11, 11
2018/3/17, 196, 154, 19, 27, 18, 8
2018/3/19, 105, 113, 46, 28, 12, 7
2018/3/21, 165, 158, 51, 20, 17, 9
2018/3/22, 154, 121, 51, 23, 16, 8
2018/3/23, 139, 100, 51, 22, 12, 8
2018/3/24, 145, 118, 49, 30, 11, 8
2018/3/25, 160, 134, 50, 29, 16, 8
2018/3/26, 163, 131, 49, 24, 13, 7
2018/3/27, 134, 186, 37, 46, 13, 20
2018/3/28, 152, 190, 51, 36, 9, 18
2018/3/29, 151, 147, 56, 30, 15, 9
2018/3/30, 160, 158, 51, 41, 14, 10
2018/3/31, 180, 209, 59, 32, 15, 13
2021/3/29, , 648, 19, 9, 6, 3
2020/7/14, , 156, 10, 7, 3, 4
2020/9/2, , 64, 21, 24, 8, 8
2020/5/9, , 89, 35, 5, 10, 5
2020/5/10, , 66, 52, 7, 10, 6
2019/12/31, , 473, 13, 42, 9, 47
2018/12/31, , 422, 23, 37, 11, 29
2019/3/21, , 94, 39, 23, 13, 23
2018/7/29, , 86, 25, 11, 1, 5
2018/5/13, , 122, 43, 40, 17, 10
2018/6/2, , 87, 53, 7, 7, 6
2018/1/20, , 440, 9, 44, 23, 15
