date, pm25, pm10, o3, no2, so2, co
2018/9/27, 152, 279, 21, 19, 7, 27
2018/9/28, 153, 202, 26, 18, 4, 23
2018/9/29, 153, 119, 28, 12, 6, 15
2018/9/30, 136, 184, 30, 18, 6, 23
2018/4/1, 154, 163, 71, 11, 4, 9
2018/4/2, 165, 166, 67, 16, 3, 11
2018/4/3, 169, 142, 55, 15, 4, 14
2018/4/4, 170, 264, 44, 13, 7, 14
2018/4/5, 298, 98, 36, 11, 4, 9
2018/4/6, 151, 80, 52, 9, 2, 8
2018/4/7, 117, 79, 55, 7, 2, 6
2018/4/8, 130, 70, 33, 9, 2, 10
2018/4/9, 123, 126, 44, 11, 3, 14
2018/4/10, 169, 69, 44, 4, 3, 6
2018/4/11, 133, 114, 51, 11, 3, 11
2018/4/12, 136, 204, 52, 13, 4, 12
2018/4/13, 151, 237, 47, 12, 5, 11
2018/4/14, 185, 270, 73, 14, 6, 17
2018/4/15, 205, 304, 59, 13, 5, 15
2018/4/16, 182, 251, 32, 13, 4, 12
2018/4/17, 169, 151, 40, 7, 4, 7
2018/4/18, 135, 141, 48, 11, 5, 10
2018/4/19, 165, 138, 29, 11, 5, 8
2018/4/20, 161, 206, 42, 6, 3, 8
2018/4/21, 161, 104, 46, 8, 4, 8
2018/4/22, 155, 110, 55, 12, 3, 12
2018/4/23, 136, 118, 66, 14, 4, 16
2018/4/24, 172, 161, 42, 17, 3, 32
2018/4/25, 185, 134, 66, 17, 4, 15
2018/4/26, 230, 178, 57, 12, 4, 13
2018/4/27, 209, 232, 60, 8, 3, 10
2018/4/28, 209, 109, 94, 10, 3, 11
2018/4/29, 166, 115, 48, 14, 2, 11
2018/4/30, 159, 96, 47, 7, 2, 10
2018/5/1, 133, 77, 52, 6, 2, 10
2018/5/2, 130, 37, 36, 8, 3, 9
2018/5/3, 107, 74, 62, 9, 2, 10
2018/5/4, 115, 81, 88, 14, 3, 13
2018/5/5, 141, 101, 48, 17, 4, 15
2018/5/6, 174, 200, 86, 13, 5, 15
2018/5/7, 183, 173, 49, 6, 3, 7
2018/5/8, 111, 112, 80, 11, 4, 9
2018/5/9, 140, 131, 87, 13, 4, 13
2018/5/10, 172, 181, 84, 19, 5, 17
2018/5/11, 200, 329, 77, 19, 5, 18
2018/5/12, 211, 213, 54, 7, 2, 12
2018/5/13, 159, 107, 58, 11, 2, 9
2018/5/14, 115, 151, 77, 13, 3, 13
2018/5/15, 150, 166, 56, 11, 2, 10
2018/5/16, 144, 287, 88, 10, 3, 10
2018/5/17, 170, 184, 71, 9, 3, 9
2018/5/18, 165, 259, 61, 30, 9, 15
2018/5/19, 173, 174, 59, 15, 9, 12
2018/5/20, 155, 140, 60, 13, 10, 14
2018/5/21, 142, 210, 84, 23, 13, 17
2018/5/22, 171, 267, 87, 34, 12, 20
2018/5/23, 175, 253, 72, 24, 16, 16
2018/5/24, 170, 164, 68, 27, 12, 16
2018/5/25, 144, 276, 71, 26, 18, 21
2018/5/26, 173, 254, 47, 24, 9, 13
2018/5/27, 154, 233, 99, 30, 15, 20
2018/5/28, 175, 346, 71, 30, 10, 23
2018/5/29, 182, 246, 39, 11, 6, 12
2018/5/30, 135, 184, 44, 18, 7, 14
2018/5/31, 146, 157, 47, 11, 6, 12
2018/6/1, 160, , , , , 
2018/6/3, 158, 137, 44, 6, 5, 13
2018/6/4, 139, 112, 40, 5, 5, 14
2018/6/5, 122, 125, 35, 8, 4, 14
2018/6/6, 140, 124, 60, 13, 3, 13
2018/6/7, 148, 141, 36, 7, 4, 12
2018/6/8, 153, 134, 34, 6, 3, 11
2018/6/9, 126, 108, 48, 12, 4, 
2018/6/10, 125, 160, 44, 12, 4, 5
2018/6/11, 142, 540, 14, 10, 5, 
2018/6/12, 167, 961, 18, 5, 6, 
2018/6/13, 218, 844, 18, 6, 5, 
2018/6/14, 206, 627, 19, 6, 4, 
2018/6/15, 160, 432, 21, 9, 5, 
2018/6/16, 148, 279, 29, 9, 4, 
2018/6/17, 143, 115, 31, 11, 3, 
2018/6/18, 114, 115, 41, 8, 4, 
2018/6/19, 120, 149, 48, 12, 6, 
2018/6/20, 132, 262, 68, 13, 4, 
2018/6/21, 146, 161, 68, 17, 5, 
2018/6/22, 140, 190, 63, 19, 5, 
2018/6/23, 154, 132, 47, 11, 7, 
2018/6/24, 125, 234, 35, 11, 5, 
2018/6/25, 127, 129, 23, 11, 4, 
2018/6/26, 98, 86, 30, 13, 5, 
2018/6/27, 108, 38, 18, 10, 3, 
2018/6/28, 51, 62, 20, 11, 3, 24
2018/6/29, 84, 72, 15, 13, 4, 10
2018/6/30, 95, 79, 16, 10, 4, 5
2018/1/20, 336, , , , , 
2018/1/23, 259, 243, , , , 
2018/1/24, 257, 191, 7, 8, 1, 10
2018/1/25, 203, 206, 11, 9, 1, 11
2018/1/26, 239, 341, 19, 11, 1, 13
2018/1/27, 282, 307, 16, 9, 1, 18
2018/1/28, 271, 192, 18, 7, 2, 10
2018/1/29, 220, 236, 19, 8, 2, 6
2018/1/30, 210, 275, 20, 8, 2, 12
2018/1/31, 252, 392, 31, 11, 3, 38
2018/2/1, 243, 338, 30, 7, 3, 17
2018/2/2, 277, 259, 54, 9, 4, 18
2018/2/3, 225, 272, 54, 9, 3, 18
2018/2/4, 249, 389, 46, 10, 4, 24
2018/2/5, 262, 321, 38, 9, 3, 21
2018/2/6, 249, 311, 57, 9, 4, 23
2018/2/7, 261, 411, 57, 11, 4, 28
2018/2/8, 287, 365, 70, 10, 3, 29
2018/2/9, 281, 525, 44, 18, 3, 48
2018/2/10, 324, 265, 44, 11, 3, 20
2018/2/11, 219, 141, 24, 6, 2, 14
2018/2/12, 165, 154, 30, 12, 2, 19
2018/2/13, 179, 152, 32, 8, 2, 14
2018/2/14, 174, 189, 36, 9, 3, 18
2018/2/15, 214, 217, 37, 10, 4, 20
2018/2/16, 223, 229, 40, 10, 3, 19
2018/2/17, 208, 265, 44, 12, 2, 19
2018/2/18, 213, 352, 47, 14, 2, 24
2018/2/19, 216, 297, 47, 14, 3, 31
2018/2/20, 264, 444, 55, 20, 3, 36
2018/2/21, 265, 458, 33, 16, 5, 31
2018/2/22, 266, 440, 50, 18, 3, 27
2018/2/23, 225, 464, 30, 18, 4, 24
2018/2/24, 233, 278, 38, 11, 4, 18
2018/2/25, 200, 163, 33, 7, 2, 16
2018/2/26, 170, 193, 39, 11, 3, 15
2018/2/27, 181, 280, 42, 10, 3, 11
2018/2/28, 228, 305, 43, 11, 5, 14
2018/3/1, 238, 255, 38, 14, 3, 13
2018/3/2, 211, 213, 32, 9, 4, 10
2018/3/3, 214, 152, 33, 8, 3, 6
2018/3/4, 160, 162, 41, 9, 3, 9
2018/3/5, 172, 168, 38, 9, 3, 7
2018/3/6, 134, 221, 44, 12, 5, 10
2018/3/7, 217, 315, 46, 14, 5, 15
2018/3/8, 232, 172, 45, 8, 5, 9
2018/3/9, 166, 137, 37, 7, 3, 6
2018/3/10, 155, 184, 43, 10, 4, 12
2018/3/11, 180, 252, 40, 12, 5, 11
2018/3/12, 213, 221, 37, 11, 4, 10
2018/3/13, 180, 266, 36, 13, 4, 11
2018/3/14, 172, 242, 33, 11, 4, 8
2018/3/15, 153, 237, 48, 9, 5, 8
2018/3/16, 216, 255, 20, 8, 8, 8
2018/3/17, 241, , , , , 
2018/3/19, 139, 278, 46, 15, 5, 15
2018/3/20, 203, 265, 55, 14, 6, 12
2018/3/21, 211, 235, 54, 7, 4, 8
2018/3/22, 220, 172, 46, 10, 4, 6
2018/3/23, 165, 185, 49, 9, 4, 9
2018/3/24, 186, 154, 53, 8, 4, 6
2018/3/25, 171, 199, 55, 9, 5, 10
2018/3/26, 199, 263, 38, 14, 4, 18
2018/3/27, 180, 287, 41, 15, 4, 15
2018/3/28, 166, 162, 56, 13, 3, 13
2018/3/29, 144, 234, 54, 13, 4, 11
2018/3/30, 178, 278, 63, 9, 4, 9
2018/3/31, 186, 153, 69, 11, 3, 7
2021/3/29, , 821, , , , 
2020/10/4, , 146, 40, 21, 5, 10
2020/7/19, , 53, 27, 12, , 9
2019/12/31, , 665, 14, 26, 20, 52
2019/9/15, , 143, 36, 9, 3, 9
2018/12/31, , 425, 21, 30, 9, 27
2018/6/2, , 119, 47, 8, 5, 12
2018/1/19, , 554, , , , 
2018/1/22, , 178, , , , 
2018/3/18, , 133, 46, 9, 3, 9
